instance_type,region,cpu_usage,memory_usage,network_in,network_out,storage_usage,uptime_hours,cost,is_idle
t2.small,ap-south-1,85.91084298026666,83.18034642604991,993.323615938987,286.95235906029086,396.7030016626878,665.4552373796478,269.0242019340799,0
t2.medium,ap-south-1,87.25056264596475,59.55427272527032,240.58135713753936,611.3614635119679,1629.8916051671415,542.8071592664535,354.18954879044946,0
t2.medium,eu-central-1,74.67178784931689,42.717914185643224,989.5788945671329,288.546027660708,378.14352213567224,379.289202900359,243.89184449405573,0
t2.small,ap-south-1,34.36910153386965,27.41622601771567,979.5519393098026,670.928226489723,688.4865111432523,664.6972975270501,239.3413738618045,0
t2.micro,us-west-2,17.81376912051071,29.831043867770745,814.4362935172356,798.942427648599,1739.1969595953922,351.58880263862,196.03838099563538,0
t2.micro,us-east-1,64.73864212097254,34.64560044683028,693.4806658737979,201.44143930140802,823.644716741601,492.6100025379455,170.78845401549756,0
m5.large,eu-central-1,45.21219949916811,36.312832987119364,620.0263452259762,793.2765508764028,1951.48162912549,251.86010561881886,385.9586895455209,0
c5.xlarge,us-west-2,19.763058787582306,75.29004375967395,879.4913908400512,574.8602035314384,1963.5218025929476,679.4169276690301,643.00394365815,0
t2.medium,us-east-1,49.614152808901615,56.47948123836412,360.49556945753915,201.68839269361916,682.8968368164021,273.2006380410309,193.3480165836152,0
t2.medium,eu-central-1,12.751081689217472,54.020409239333816,520.9130912363894,442.0334842877696,273.7608000498028,316.9463389798118,160.0797598067751,0
m5.large,ap-south-1,82.74563216630257,27.459976671499135,657.4509724298517,228.68823478807832,1469.1139115696824,490.22976222667177,398.683483168825,0
m5.large,eu-central-1,30.702398528001353,75.90908006771328,470.071428282542,660.2783110932556,1011.7757047670187,597.3283601107504,371.8702735107722,0
t2.medium,ap-south-1,63.00178274831856,66.98292970855144,484.7378086812412,707.0945075343598,381.35511912723734,522.0626790868755,261.8541096405185,0
t2.small,ap-south-1,34.93688608715288,24.398443523500102,397.25620075187595,184.63721621823916,1473.5410741604771,320.7096346560812,194.12591891250355,0
t2.small,ap-south-1,51.605441694224865,66.00928131993496,607.8086350160825,504.9118821557155,256.1148364014582,200.49038211429496,151.52926847680158,0
c5.xlarge,us-east-1,53.73682234746237,55.32998412727199,865.5170752136044,751.7000448207338,1766.3540428860358,593.7183017598684,638.395374695497,0
t2.medium,eu-central-1,24.788356442042165,25.312147473540588,281.37554020568155,848.9304332407972,449.5745524039467,712.3078094737688,248.21703337617922,0
t2.medium,ap-south-1,87.56677022116469,49.78954169936267,940.9897348780972,510.814293393416,429.16138174410503,621.1548225591671,309.0926893076143,0
t2.medium,us-west-2,72.01062586888916,51.50525866345305,720.1788883734067,860.2233788891257,516.2101363434522,439.30744144144,277.15547939199786,0
t2.medium,eu-central-1,85.15991532513513,30.775345110612925,840.9458914120272,528.5511763648238,1928.4794452857197,669.9589759275354,409.75412139105964,0
m5.large,us-west-2,81.5861880342119,81.47037955501835,600.5716233670105,415.35239567992636,1447.7048484569227,413.120790021542,420.39204877323857,0
t2.micro,us-east-1,57.83199830488681,75.24839914624303,801.5650312816572,778.5625028423163,1642.468763834546,472.96572380660314,243.71654143984406,0
t2.medium,us-east-1,83.74993880184934,63.48645192639204,114.58035760552049,494.3861683664712,915.7429743189555,448.1074790457553,276.79665447930006,0
t2.micro,eu-central-1,17.07940016415356,50.04921146503947,836.5423823015817,477.52200845161843,805.36290950892,432.76441378607296,157.85543154735873,0
t2.small,us-east-1,25.678628993531618,46.76476020299305,136.12497317682988,492.2499915278626,622.0712122097059,603.099200032831,189.44853829509475,0
c5.xlarge,us-east-1,13.618183112843045,62.31327536481202,900.9220387265763,777.4280014957963,1065.166450962336,473.91983178013584,474.7910385759122,0
t2.small,eu-central-1,36.02642646106115,55.453071511448854,992.766472514779,765.5532333504417,1193.2917203615034,364.69290345311236,245.020362454545,0
t2.medium,us-west-2,41.09418317515856,24.047751882322565,364.66071595910006,422.815993952169,1337.1947185749598,334.24224718240873,241.93880757149873,0
t2.small,ap-south-1,31.70792254191167,53.31267217007156,289.2867006572143,366.63988789642,662.8133071976501,219.62860482306536,141.95793073545775,0
m5.large,eu-central-1,76.29900073215435,72.41623512013456,788.8270274722366,493.5424192313034,1907.5773456253833,503.2614841791839,486.14675260884303,0
t2.micro,eu-central-1,38.540266135487144,49.85059204380227,327.72370682822793,558.2180077896872,505.56529677284453,319.5799360085378,130.28461089701693,0
t2.medium,ap-south-1,32.47476077499046,23.377177541027446,879.0061448549831,290.6697685023976,1938.1757145795423,277.0296394485192,282.66905595735955,0
m5.large,us-west-2,53.41568665265988,71.10808295996216,192.55833294172902,735.1640677724725,226.7410205135068,539.9915811903924,294.8358981269663,0
t2.micro,ap-south-1,21.27393799798101,33.08864583883833,213.35967674142245,489.1862125859383,1066.026245270322,554.2288140672053,163.07276460890887,0
m5.large,ap-south-1,74.17575846032318,36.810354267722516,981.236399590554,367.2364387359677,800.062108609813,591.1205439739863,384.0344285726737,0
t2.small,us-west-2,15.964051494381666,30.70591297309923,706.4550084430042,185.45679437119247,1008.4221450744515,461.8599860960676,186.19426246720042,0
t2.medium,us-west-2,88.95095492804138,41.463979216647346,862.1985019860575,291.07612832288555,1227.1962421654202,664.908394706021,359.7823034963816,0
t2.small,ap-south-1,71.77958154373259,69.18884786976128,391.8964396163662,859.424937404787,984.0604844228762,686.8982317670784,292.0758129282962,0
c5.xlarge,ap-south-1,25.897254522733792,53.760080867755924,708.835374568544,344.07974945562125,946.7243305428709,619.8328886920945,461.2841878894183,0
t2.medium,eu-central-1,10.441769369888192,33.31728281979632,634.8176445777375,235.08743149362826,1518.9021477439517,530.5086106442574,269.2233500875443,0
t2.small,us-west-2,75.23691427638673,77.05895507988265,642.8351081106523,468.5382333239946,1434.5772951556364,357.9348958674181,266.72944321980566,0
t2.medium,us-east-1,66.54858750780937,77.1728205718494,714.2792135839494,345.670194688199,1699.888307664526,711.131359242515,396.0961543217887,0
t2.micro,us-west-2,68.32057344327899,76.58759762799045,617.8232558161887,128.12740021695532,649.926166231092,342.5508069398079,158.32441849525594,0
t2.medium,ap-south-1,71.70162773487566,35.521753739800054,486.1561323723993,358.5161738235338,1297.1513175573145,305.38159943502416,266.3297050788076,0
t2.medium,ap-south-1,15.923572138727229,49.33055737176423,348.3304249424922,535.2868991515749,1253.350613707137,429.92013916902306,247.58235154037297,0
t2.micro,ap-south-1,38.67725828354181,84.02432764915687,791.7231978218819,541.3698976159735,865.5280595708398,229.557096770442,160.55899871591626,0
t2.small,ap-south-1,19.269524762010377,70.18081096014937,303.6451870028676,385.247136941511,1074.9035754248257,708.8171216293313,242.17457416113655,0
t2.medium,us-east-1,79.04827407004748,21.765882379661388,723.1188755389728,457.8422050020805,764.8078579503117,505.9854493365409,278.5980157369636,0
m5.large,us-west-2,59.86385014620463,24.238298431931984,309.999540384394,872.4143345878131,455.31991571057335,489.6150876653711,299.33373119323943,0
t2.medium,us-east-1,36.471841988211935,50.15553949280163,662.7971529590085,401.87878178424927,584.842179192919,541.0140655478543,245.65525834421916,0
t2.small,us-east-1,15.08466802288189,79.09931338100141,772.370440416126,306.58145060798637,389.924563522162,458.45229684414744,177.44689339558568,0
t2.micro,ap-south-1,34.878585737252976,55.01561686692642,296.8425000158853,294.7736352534081,1429.5252353422234,216.67302888916163,148.85804469075507,0
t2.small,us-east-1,36.014665762139764,52.35781302222887,153.94897077517746,466.2116901633073,1389.3093075964728,518.4018701970062,229.869853389978,0
c5.xlarge,ap-south-1,68.36849426704512,26.855790497180987,217.87636869475668,707.6161189735552,1911.091468843771,572.410416017344,590.0538085352708,0
t2.medium,ap-south-1,61.00459770841705,62.69070680707911,645.3972705439229,264.7905473507785,1513.4211445650344,416.70951152450766,310.0878332092715,0
t2.medium,ap-south-1,80.97701940610612,73.43670543901466,864.501765603162,667.4369017126145,293.6825097610366,593.7936974770203,303.60077270563767,0
t2.micro,us-east-1,47.777194012955945,44.727300487991556,140.49713911188192,116.91985867953304,1791.6413130721176,318.0406756559787,174.17288519482898,0
t2.medium,ap-south-1,19.567539675064136,70.41477031014628,760.7361331374816,435.1463823871568,1752.8152933023064,315.0638273544157,290.68248841939493,0
m5.large,us-east-1,67.0595829778396,82.69098250355276,407.1867813550469,720.6920521622295,997.9765773908576,283.93683359753845,339.94127546124065,0
m5.large,us-west-2,70.8628038893518,33.244819843299794,530.6755329275702,370.98636461954516,1254.5534909502587,393.43727509036415,348.46090231971203,0
t2.small,ap-south-1,54.9021758055597,54.016426027658184,935.973594861009,550.9896811563196,1956.940998450534,640.4462584023235,333.2010429236499,0
t2.micro,eu-central-1,71.67737439636488,38.66396727549741,398.77435426226094,263.98338626072865,1158.1478549266994,630.5142723175135,205.0893836657858,0
c5.xlarge,eu-central-1,49.50364770915126,71.53553723719955,518.8032405455374,693.5963129009378,1829.5792910769617,399.068588141022,563.533640584247,0
t2.small,eu-central-1,51.818626350559526,57.54356878227524,112.31417328461299,141.8232826150077,349.4697640583356,506.341742709723,165.68915460757728,0
t2.micro,eu-central-1,44.20328146868397,61.247857140769746,173.43884800435453,782.0341159004003,543.8933636756292,574.8244845669561,168.74404468841487,0
t2.micro,eu-central-1,12.033530139527615,71.86442037503312,332.7324320213056,258.5571091373345,993.358898194372,325.4275228065719,135.55399235283397,0
t2.small,us-east-1,18.631314159464356,45.73808072305957,125.06701673896697,799.5184253666646,1252.5622550071485,287.43336466526847,188.7191885719632,0
t2.small,us-west-2,12.51433485493874,79.48085444645781,668.2377934434259,382.02339304041385,1669.2101333530404,705.4899164704018,285.72390050778705,0
t2.medium,us-east-1,60.91283290110243,54.646876370999095,483.75852112146026,678.1468595795893,1978.8718072577362,521.1298028690017,368.25229419967263,0
c5.xlarge,ap-south-1,35.148478486106136,30.267063484297623,593.3306824552199,355.38023822895076,899.9326936534096,710.3361753535053,471.29683038060625,0
m5.large,us-west-2,50.685655293176225,65.23344268097216,257.1824673066966,824.729336987718,285.34814505215286,375.6331133087591,267.79822392497863,0
t2.medium,us-west-2,82.60531791408744,71.56198777848654,366.3388264929545,201.30970041469948,1642.1087059315846,565.5764839865484,351.92847335846244,0
t2.micro,us-west-2,29.943378331909997,40.58950900938923,697.4420273674526,242.81583141807897,1287.8852943490547,315.7538910014436,158.90966474199433,0
c5.xlarge,us-west-2,42.830633842850375,75.71665170491895,968.7724512673599,494.4241001270418,557.377145962763,335.8240890624347,402.80654306377676,0
c5.xlarge,eu-central-1,70.4440910834439,78.89931155977482,145.37509624198827,165.5507512305169,1090.6912219185563,466.18910306020445,459.86216118752975,0
t2.small,ap-south-1,28.303853239329797,37.998791679557584,901.3458887697395,256.78414776140954,1536.1584419607038,366.20142526419704,230.062889542738,0
c5.xlarge,us-west-2,16.158392786303438,83.92889572648943,619.1930811800876,855.0131057696115,1586.7412167235589,287.1632131971039,484.2230041678188,0
c5.xlarge,us-west-2,33.180116233101444,29.146249323169297,607.5276100800613,881.1917289183098,1099.3131415977716,336.6979650344495,420.5311848813582,0
t2.micro,eu-central-1,22.897702980320354,33.131018446161846,550.2506816869843,401.00746346433755,749.3861542319464,218.58916512224963,115.33028407243486,0
t2.medium,us-east-1,84.37581218740584,31.9746145504717,162.45467731376505,838.6288168111486,1952.7366476692882,566.300283168293,377.1502198098393,0
c5.xlarge,us-east-1,74.64963036515336,78.10933115051158,180.8891665625446,535.8597405387454,1394.052699721687,455.90066168464807,528.0159340716951,0
t2.small,us-east-1,60.67230052083388,62.52901590112252,640.8208050931775,315.79397269901364,934.8275348233377,249.00639453035333,199.16567035890105,0
t2.medium,ap-south-1,79.71684721501742,29.886778409447736,406.86271429200247,661.918976864479,704.8338035683744,289.28087642681544,237.84312389267419,0
t2.small,us-east-1,74.29376615192916,48.62102219394268,925.5412599199126,627.1214452598857,1515.9853694064118,253.31795981857488,263.9028823482396,0
c5.xlarge,us-west-2,24.925604710882865,59.994371629537135,465.931483623525,891.3002552869867,635.9302020687819,518.5482603034558,421.5898176479973,0
t2.medium,eu-central-1,81.40471987919823,25.425165524309914,228.95331283237698,312.0378299274266,509.0779801526387,248.98938907849677,188.13870211119826,0
c5.xlarge,eu-central-1,53.147379353252056,77.35706394647701,743.2469501518324,637.6476021293884,1153.7010001317267,592.2268131783123,562.0951651387774,0
t2.micro,us-east-1,74.595212413125,72.23422980369978,364.01807929690887,141.61900402355752,721.9773067594554,210.6656780466034,141.45036593345748,0
t2.medium,eu-central-1,81.68730399387945,52.838440282481486,572.9232766203038,190.9168309573755,1332.029260862507,329.6754097578639,285.7967952829312,0
t2.small,us-west-2,35.44027799774911,82.86322999184608,728.049506954653,103.13469996087461,412.28961477362026,663.1466714637918,219.86178064592002,0
t2.micro,us-east-1,18.80415396221414,47.15446365288148,910.2377000818634,899.5685448477385,1378.893988221179,573.6362854235679,219.20071259725788,0
m5.large,us-west-2,28.234813003355335,83.96717073737236,812.9720753215084,741.8189577179822,709.933750395864,237.9435331213576,290.544374556999,0
t2.small,ap-south-1,44.1686230901005,63.41479992223576,708.7249610854517,729.3784117868327,200.43728198212293,626.9855743322935,222.64667320162766,0
c5.xlarge,us-west-2,75.44118127379944,61.253632761506196,711.6698641556293,507.78086023054374,428.48490381351746,456.3782632009065,440.81660954959085,0
t2.small,us-west-2,78.85844666050747,30.787068194226023,951.3321796288778,340.053666324352,1880.5076801031694,640.3271741277912,325.7726242594132,0
m5.large,us-west-2,10.556170442495256,77.32530428980186,366.24168774688246,221.01142757014074,1761.238350407644,512.3846827142046,366.3256831355035,0
t2.small,us-west-2,50.85978420620526,47.78682971483998,101.00088477656867,327.73979107717093,620.4962576652263,554.5531766570865,193.19951469396386,0
t2.micro,ap-south-1,43.39288025190232,30.54517137586116,344.75910345837883,400.7769775433113,1601.0694281818842,716.6208114057682,221.50424651916504,0
t2.small,us-east-1,27.76862483765842,20.819488798424338,296.1022416640696,705.0480775842352,1295.4288677131537,320.81448388048943,195.1675123770779,0
t2.medium,us-west-2,19.589229386694626,56.38411943649487,695.6511266025983,531.7294311225219,1947.6284806097651,524.4516988759219,337.29472788978256,0
m5.large,us-east-1,37.00921371229023,54.280975437973964,670.3404397889761,161.98690124438616,872.4901871613064,439.3671228298472,298.8742860612711,0
t2.small,eu-central-1,85.43277631300154,66.7579854539953,634.1152444342514,114.42320716712979,1426.6291025309083,220.51501551979953,233.01896119204358,0
m5.large,us-west-2,35.856234561660415,77.86677344615714,114.61909888850833,181.86574362725054,314.3643003630534,207.5247335814898,179.43668638368652,0
t2.micro,us-west-2,51.50324973946929,25.16142800179692,755.9002490055827,428.3989709579035,913.2452242695307,261.9988604652865,149.6082805039828,0
t2.medium,eu-central-1,66.24151671161422,67.54727187212356,391.17737123694235,846.5543336392146,1934.871790138725,537.527705080045,382.0731399543936,0
c5.xlarge,us-east-1,39.09036819034352,32.181776366342845,698.550390105968,609.9219849673773,1170.165574010217,494.92480571496395,477.98889899343584,0
t2.small,ap-south-1,87.74256661767686,75.78150845521566,600.9205856519379,741.4607199004121,718.1831060027203,487.78337180513824,264.2062728998522,0
t2.micro,us-west-2,86.99578359536889,73.23912840100765,408.45783288511643,473.09967560363884,416.48773363149235,216.56551651469525,145.67164998605824,0
m5.large,eu-central-1,30.142583666029132,55.151594074060384,221.11864039369698,389.3328665560342,1466.3510123267547,444.03755810720367,330.4267943778963,0
m5.large,eu-central-1,49.77988047139084,66.16578191051525,184.97700789443286,186.72029817329818,1360.7408781735082,680.8038652781148,388.84002359661315,0
t2.micro,us-west-2,34.07026478534157,40.43275735694365,848.3664998010012,800.746417748964,873.0896844867943,406.7477720415362,177.87618489035245,0
t2.small,us-east-1,32.78723955019741,50.62591343063295,926.5577878734022,726.5280232223223,1911.6944333585018,524.9596842899973,303.0355541017881,0
c5.xlarge,us-east-1,12.950955788362624,73.40639835118066,684.8092420878696,234.4944780781801,239.96506337813057,605.5057113240346,358.8241208805682,0
t2.small,us-west-2,58.76514671839175,49.852237816258906,193.09070337443504,509.8084511010084,746.7029329372864,607.6411451537815,226.31678407104116,0
t2.medium,eu-central-1,50.21432185830892,43.25688724615372,461.8244951994167,489.8998463369959,1857.9250753392466,470.0256428455411,326.6865387265846,0
t2.small,us-west-2,14.118300099999148,52.12380907126949,756.0452800946415,600.0732421492229,777.6837889749927,646.1350116092149,227.5853007164553,0
t2.medium,ap-south-1,32.29171713892892,73.83620140841919,801.8387956090613,856.949515193009,654.0551009393067,403.51660854914843,261.05395407831804,0
m5.large,ap-south-1,82.6612708773323,41.788523079106724,206.39676006197973,563.8171534099837,1161.5967378762452,662.1204716880952,413.5606843778696,0
t2.medium,us-east-1,29.164951253357792,31.294503553823347,100.02764696084418,532.1738134228949,1682.8431498569682,324.91812652568353,250.3355149439311,0
c5.xlarge,ap-south-1,21.591589767297847,66.28091132150075,740.9233412925445,140.25834634773116,385.6641695810499,345.712531635097,301.51186305268016,0
t2.micro,eu-central-1,49.15622082220504,73.68858382602531,420.9365583875851,150.32598081441915,1897.437277362325,227.62272458348056,188.33073117281177,0
t2.medium,ap-south-1,88.85203632884806,26.541436104029668,329.0331984564342,249.8774330614311,1631.1311861260954,613.7025550019871,343.2326380800801,0
t2.small,us-west-2,29.364421720920035,35.591817329136404,111.6077228105729,125.97661735339862,526.2504599927935,416.8687228410069,137.76992017118997,0
t2.medium,eu-central-1,63.77084379247029,29.228179334464603,586.2694660853497,694.6823164560099,1481.6143301566929,319.1406392339275,292.6527455764032,0
m5.large,us-east-1,70.9295692262974,42.616191752840834,866.0356618833836,678.6642431951705,892.9257007476028,320.53094436062145,343.912953947328,0
t2.medium,us-east-1,29.011003519391974,49.27281362885182,961.8684816453291,208.84498754531435,924.1304205373737,668.7279694392013,290.12907523969955,0
c5.xlarge,ap-south-1,68.25730788894876,68.67371190261491,609.1704555519602,768.8631206362247,1609.9221663899596,633.6366322397391,644.4581214731959,0
t2.medium,us-east-1,39.422650617540256,62.32459301730882,563.0151949659048,223.8288278768896,1933.012654365318,487.8360603857353,327.37039138672594,0
c5.xlarge,us-west-2,60.584466447486356,60.360356886098025,176.550746940317,340.94046959788704,427.98057112494905,520.3776162161749,382.7953117155475,0
t2.small,eu-central-1,60.68237686087158,42.90437152962754,593.9855213883397,299.181519329092,957.134426381875,446.64929668615133,218.6140846803278,0
m5.large,us-west-2,52.86197472598068,74.6940909505094,441.98117106885513,397.84567885843825,1065.6948945517463,403.6666022969806,338.509906979257,0
t2.micro,us-west-2,17.223181604352664,50.6336658808807,646.4217527952193,303.73101271196947,877.3612705189956,676.0479782335324,181.4634085111693,0
t2.small,us-west-2,76.82419964713904,83.64182097098504,449.85371308889205,491.1607411507616,853.740422689205,265.3186058305571,215.8862870869144,0
t2.small,us-west-2,35.66240519773886,61.219238989222895,316.2692111053301,425.92630508374833,294.08360161087376,417.59233065243853,160.20400549160007,0
t2.micro,eu-central-1,24.92148083198834,28.20720820169268,185.46874770553885,889.2555926234612,1433.9695170127218,379.17219215369516,172.54417896388955,0
t2.medium,eu-central-1,13.262011324381113,63.95154153490321,383.42660013000614,144.74108010258053,985.1859508160817,459.03837453059714,219.99602693925019,0
t2.medium,us-west-2,57.27143545505935,41.13176100306043,186.98035085897703,213.7451011098813,550.6288447590682,437.968574763491,206.4107404900534,0
t2.medium,us-west-2,64.2051489473826,64.61126778459634,259.2072557415855,142.260715126882,1668.8603041437232,469.82255645856236,305.53954666544035,0
m5.large,us-east-1,11.327026314228492,24.52667463055637,988.6025427215914,600.6729559859007,1644.6093466729303,272.7578681580369,327.3514240535873,0
t2.small,us-east-1,50.96744466394248,31.36729341643736,499.6932012159568,143.60742193097565,1075.5049305600087,466.83358078690407,208.0172691128667,0
c5.xlarge,eu-central-1,28.119662015835036,75.62292182887612,578.6845898545149,769.1517899008986,737.2111900659689,326.05778322134967,394.92565115359986,0
t2.micro,us-east-1,61.61382323275599,34.76667120652847,886.2566758634938,509.55090454554227,1348.5669064336143,295.8523014738595,190.40082605982096,0
t2.small,eu-central-1,23.949314320399317,74.4076731407911,996.012010441619,521.606099665227,718.6738443993255,233.71379376881944,186.52862385762063,0
t2.medium,eu-central-1,65.27501904819728,38.15294574953668,624.4430044102133,549.2756061697553,624.8142745826817,596.5793305531932,280.0512270639067,0
t2.micro,ap-south-1,40.93882770404299,61.787324153815995,831.2264389397545,236.6509650449686,1514.926377247388,422.2697988454112,201.58286524028938,0
c5.xlarge,eu-central-1,84.93839909893876,65.11978727813901,394.2469219030077,258.1522424915901,272.5854314977113,525.8547153221143,416.1114070105743,0
t2.small,us-east-1,21.00167553167946,53.32255895442844,375.169561702562,355.0538582984037,370.5832478622691,578.3485385184665,173.18179313113293,0
t2.small,ap-south-1,37.285308084020684,39.84519398528754,462.4333488951042,574.7971326574811,212.2187132424616,553.2446659630477,180.40333334629426,0
m5.large,us-east-1,19.077881699247126,33.82188446412125,705.2565364062842,268.0942207521716,475.2977356557671,444.66037392663475,241.5855597054466,0
t2.small,eu-central-1,83.97548946228503,22.157308046557706,713.9725203295889,193.065381706609,324.18201567882704,401.7072350548995,184.29704894003882,0
t2.small,eu-central-1,80.18714827047847,39.756516080647046,383.7154911845057,876.0935091347458,1992.4442620038535,395.49915301314513,303.7377162566184,0
c5.xlarge,us-west-2,30.63533021721245,62.455581384533396,219.88893172296582,117.58545184769832,719.8579459173612,532.8253744036293,366.5733988383128,0
c5.xlarge,eu-central-1,62.79872368273432,80.98981319915137,669.1566308189578,742.1579242688173,468.6824228046451,457.2930645697742,460.1917014111563,0
t2.micro,ap-south-1,75.37777601609727,76.62829134709838,215.49327596988806,730.4281196600176,633.7932643926523,641.5487689540255,202.5154544638038,0
t2.medium,eu-central-1,54.41606492795699,69.79421047479467,620.6432574063971,337.7712910760768,1885.0260287722424,654.8450318498903,379.9090548780549,0
c5.xlarge,us-west-2,52.37204626848052,71.24907731146442,724.0799152506781,208.5012928058507,1136.2884014439123,288.6913965633896,430.30366113813403,0
t2.micro,eu-central-1,29.348183272036135,63.22401872593969,730.5503467550064,216.5029173643387,856.6725733541424,270.8414988037773,139.20838551954228,0
t2.small,eu-central-1,17.44822142447194,36.9186457417902,778.1248995936371,657.945293789754,1772.1046242365949,527.8084815387197,269.4370359957135,0
t2.micro,eu-central-1,81.77726063626613,78.96767699587895,885.5734794090981,614.245272868939,910.9824869882584,356.6373889923853,206.6119586737465,0
t2.micro,us-west-2,82.03344457306643,63.597600273879216,549.9630927683096,726.1965394011094,803.0154259238524,209.6567737578514,171.502298764967,0
t2.micro,us-east-1,60.64811658186144,56.428641013728594,757.2242705766141,849.9849379192838,573.108540589524,662.0941880687367,208.37172597100073,0
t2.micro,eu-central-1,37.122383283896056,27.21431549887627,657.255461829253,653.5418906132736,880.0342830369407,317.9883989667803,152.0902513971876,0
c5.xlarge,ap-south-1,37.93676596901287,49.058610347417655,267.9759458179143,224.68122924115477,770.0318408304669,683.2259388766207,428.6435144940734,0
t2.medium,us-west-2,68.07645430961915,49.92328762812521,123.12068038246736,294.75409341232853,1419.147126736654,573.0659144566919,305.0828638525283,0
